postal_code,city,state,name,max(cool)
V6Z 1B7,Vancouver,BC,Breka Bakery & Cafe,8
V6X 3X9,Richmond,BC,Radisson Hotel Vancouver Airport,8
78701,Austin,TX,IHOP,8
34759,Poinciana,FL,Dunkin',8
34711,Clermont,FL,Home2 Suites by Hilton Clermont,8
34714,Clermont,FL,Summer Bay Orlando By Exploria Resorts,8
78758,Austin,TX,The Westin Austin at The Domain,8
78726,Austin,TX,Holiday Inn Express & Suites Austin Nw - Four Points,8
02143,Somerville,MA,Holiday Inn Boston Bunker Hill Area,8
32821,Orlando,FL,Hard Rock Hotel,8
43123,Grove City,OH,Waffle House,8
34744,Kissimmee,FL,Walmart Supercenter,8
32822,Orlando,FL,Walmart Supercenter,8
30303,Atlanta,GA,Hampton Inn & Suites Atlanta-Downtown,8
78753,Austin,TX,Always Available Garage Door Repair,8
80026,Lafayette,CO,McDonald's,8
02021,Canton,MA,Baystate Wildlife Management,8
78748,Austin,TX,McDonald's,8
V6Z 1W2,Vancouver,BC,Residence Inn by Marriott Vancouver Downtown,8
32819,Orlando,FL,Waffle House,8
97213,Portland,OR,Providence Portland Medical Center,8
30318,Atlanta,GA,Courtyard by Marriott Atlanta Midtown/Georgia Tech,8
78705,Austin,TX,St. David's Medical Center,8
02129,Charlestown,MA,Sullivan Square MBTA Station - MBTA Buses & Orange Line,8
32822,Orlando,FL,Sheraton Suites Orlando Airport Hotel,8
02138,Cambridge,MA,Cabbie's Cab,8
34769,St. Cloud,FL,Wawa,8
97217,Portland,OR,Mr. Ben Music,8
78749,Austin,TX,Jack in the Box,8
78705,Austin,TX,Anytime Fitness,8
30083,Stone Mountain,GA,Spin Clean Coin Laundry,8
30339,Atlanta,GA,DoubleTree by Hilton Hotel Atlanta - Marietta,8
02148,Malden,MA,Malden Taxi,8
32821,Orlando,FL,DoubleTree by Hilton Hotel Orlando at SeaWorld,8
30337,Atlanta,GA,McDonald's,8
32827,Orlando,FL,Orlando International Airport Chapel,8
97267,Milwaukie,OR,Econo Lodge Southeast,8
02026,Dedham,MA,Hilton Boston/Dedham,8
97255,Portland,OR,Pier Park,8
78744,Austin,TX,Residence Inn by Marriott Austin Airport,8
30324,Atlanta,GA,Country Inn & Suites by Radisson - Atlanta-Galleria Ballpark,8
30306,Atlanta,GA,Hotel Clermont,8
43211,Columbus,OH,Speedway,8
30305,Atlanta,GA,Staybridge Suites Atlanta-Buckhead,8
78731,Austin,TX,Fly-Rides,8
01970,Salem,MA,Hawthorne Hotel,8
43212,Columbus,OH,McDonald's,8
32809,Orlando,FL,Beto's Mexican Food,8
01760,Natick,MA,Courtyard by Marriott Natick,8
32801,Orlando,FL,Homejoy,8
32836,Orlando,FL,Hyatt Place Orlando/Lake Buena Vista,8
02155,Medford,MA,Work Out World,8
30318,Atlanta,GA,The Real Chow Baby,7
01960,Peabody,MA,Homewood Suites by Hilton Boston-Peabody,7
32703,Apopka,FL,Walmart Supercenter,7
V3M 6G1,New Westminster,BC,Inn At The Quay,7
34711,Clermont,FL,Steak ’n Shake,7
02116,Boston,MA,The Back Bay Hotel,7
78735,Austin,TX,7-Eleven,7
30303,Atlanta,GA,Hotel Indigo Atlanta Downtown,7
34711,Clermont,FL,Denny's,7
78752,Austin,TX,The Highlander Hotel,7
78729,Austin,TX,Mr. Rooter Plumbing of Austin,7
02122,Dorchester,MA,Independent Taxi Operators Association,7
30344,East Point,GA,Fairfield Inn & Suites by Marriott Atlanta Airport North,7
30340,Doraville,GA,Thien Thanh Restaurant,7
34747,Kissimmee,FL,Galleria Palms Hotel,7
97006,Beaverton,OR,DoubleTree by Hilton Hotel Portland - Beaverton,7
30340,Doraville,GA,McDonald's,7
34746,Kissimmee,FL,Ace Solves It All,7
97220,Portland,OR,Homewood Suites by Hilton Portland Airport,7
32821,Orlando,FL,Nickelodeon Suites Resort,7
32824,Orlando,FL,7-Eleven,7
V5V 3M9,Vancouver,BC,Church's Chicken,7
32746,Lake Mary,FL,"The Westin Lake Mary, Orlando North",7
97209,Portland,OR,McDonald's,7
43215,Columbus,OH,The Commissary,7
02127,Boston,MA,Dunkin',7
32822,Orlando,FL,Fox Rent A Car,7
V6X 1L5,Richmond,BC,Church's Chicken,7
78640,Kyle,TX,Jack in the Box,7
02130,Jamaica Plain,MA,7-Eleven,7
32746,Lake Mary,FL,Hampton Inn & Suites Lake Mary At Colonial Townpark,7
30326,Atlanta,GA,W Atlanta - Buckhead,7
97220,Portland,OR,Park N Fly,7
02128,Boston,MA,Logan Airport Gulf,7
32926,Cocoa,FL,Waffle House,7
30337,Atlanta,GA,Embassy Suites by Hilton Atlanta Airport,7
02125,Boston,MA,DoubleTree by Hilton Boston Bayside,7
30344,East Point,GA,Courtyard by Marriott Atlanta Airport West,7
78731,Austin,TX,Northwest Hills Surgical Hospital,7
32819,Orlando,FL,Hampton Inn Orlando International Drive/Convention Center,7
01880,Wakefield,MA,Clarion Inn,7
98660,Vancouver,WA,A Affordable Bail Bonds,7
02134,Allston,MA,Quik Force,7
32836,Orlando,FL,McDonald's,7
34787,Winter Garden,FL,Wawa,7
V6B 6A2,Vancouver,BC,Rosedale on Robson Suite Hotel,7
V5Z 4G4,Vancouver,BC,Epic Rides,7
02494,Needham,MA,Homewood Suites by Hilton Needham Boston,7
30328,Atlanta,GA,BluePearl - Sandy Springs,7
30309,Atlanta,GA,Moxy Atlanta Midtown,7
32804,Orlando,FL,Wawa,7
30354,Hapeville,GA,Hilton Atlanta Airport,7
32828,Orlando,FL,Dunkin',7
30354,Atlanta,GA,Olympus Gym,7
V5G 3M1,Burnaby,BC,Forest Lawn Funeral Home,7
78719,Austin,TX,Hilton Austin Airport,7
78758,Austin,TX,FedEx Office Print & Ship Center,7
78753,Austin,TX,Moy Yat Kung Fu Academy,7
32822,Orlando,FL,Residence Inn by Marriott Orlando Airport,7
32821,Orlando,FL,McDonald's,7
02128,Boston,MA,Boston Limousine,7
43215,Columbus,OH,Vue Columbus,7
78748,Austin,TX,Valero,7
30337,Atlanta,GA,The Parking Spot 1,7
78737,Austin,TX,Ascension Seton Southwest,7
V5X 3T4,Vancouver,BC,Breka Bakery & Cafe,7
97062,Tualatin,OR,Century Hotel,7
78702,Austin,TX,Denny's,7
78741,Austin,TX,Hilton Garden Inn Austin Airport,7
V6X 3L8,Richmond,BC,Accent Inn Vancouver Airport,7
97217,Portland,OR,Viking Motel,7
34786,Windermere,FL,Anytime Fitness,7
30337,College Park,GA,Hotel Indigo Atlanta Airport - College Park,7
97236,Portland,OR,Timberland Animal Clinic,7
97266,Portland,OR,Tik Tok,7
97210,Portland,OR,Holiday Inn Express & Suites Portland-NW Downtown,7
32819,Orlando,FL,7-Eleven,7
78704,Austin,TX,Peso And Bucks,7
78617,Austin,TX,Taurus Bark&Zoom,7
78702,Austin,TX,East Austin Hotel,7
34758,Kissimmee,FL,Wawa,7
V6G 1L5,Vancouver,BC,Rosellen Suites at Stanley Park,7
78751,Austin,TX,Austin State Hospital,7
01915,Beverly,MA,Beverly Hospital,7
30338,Atlanta,GA,Waffle House,7
34746,Kissimmee,FL,Celebration Suites,7
32801,Orlando,FL,Mother Falcon T-Shirts,7
43215,Columbus,OH,The Westin Great Southern Columbus,7
97086,Happy Valley,OR,Lincoln Memorial Park & Funeral Home,7
30308,Atlanta,GA,W Atlanta - Downtown,7
30308,Atlanta,GA,Spring4th Complex,7
32807,Orlando,FL,NY Giant Pizza & Grill,7
02110,Boston,MA,Peter Pan Bus Lines,7
30326,Atlanta,GA,"The Whitley, A Luxury Collection Hotel, Atlanta Buckhead",7
30305,Atlanta,GA,Atlanta Meal Prep,7
32819,Orlando,FL,24 Hour Dentist,7
30349,College Park,GA,Waffle House,7
32703,Apopka,FL,Walgreens,7
32822,Orlando,FL,7-Eleven,7
97206,Portland,OR,Crown Plumbing,7
43202,Columbus,OH,McDonald's,7
97202,Portland,OR,Bollywood Dreams Entertainment,7
02210,Boston,MA,Aloft Boston Seaport District,7
34758,Kissimmee,FL,Post Office Poinciana,7
78753,Austin,TX,Hilton Garden Inn Austin North,7
32811,Orlando,FL,Walmart Supercenter,7
02115,Boston,MA,Au Bon Pain,7
97003,Beaverton,OR,7-Eleven,7
43123,Grove City,OH,Hilton Garden Inn Columbus/Grove City,7
30324,Atlanta,GA,VCA Pets Are People Too Veterinary Hospital,7
32819,Orlando,FL,Homewood Suites Orlando-International Drive/Convention Center,7
32836,Orlando,FL,Parc Soleil by Hilton Grand Vacations,7
32825,Orlando,FL,Wawa,7
32821,Orlando,FL,Hilton Garden Inn Orlando at SeaWorld,7
43213,Columbus,OH,Service Olympians,7
32822,Orlando,FL,Signature Rent A Car,7
34711,Clermont,FL,Wawa,7
02118,Boston,MA,Clarendon Square,7
02108,Boston,MA,Boston Common Garage,7
32822,Orlando,FL,Marriott Orlando Airport Lakeside,7
78705,Austin,TX,Beauford H. Jester Center,7
78746,Austin,TX,Batrice Law Firm,7
43219,Columbus,OH,Hilton Columbus at Easton,7
V6B 0K4,Vancouver,BC,Tim Hortons,7
78704,Austin,TX,St Edward's University,7
97201,Portland,OR,"The Porter Portland, Curio Collection by Hilton",7
02125,Boston,MA,Courtyard by Marriott Boston-South Boston,7
30320,Atlanta,GA,United Airlines,7
97035,Lake Oswego,OR,Hilton Garden Inn Portland/Lake Oswego,7
78734,Austin,TX,Lost Parrot Cabins,7
78705,Austin,TX,The Breast Center,7
97232,Portland,OR,Hotel Eastlund,7
32821,Orlando,FL,Marriott's Sabal Palms,7
32832,Orlando,FL,RaceTrac,7
02462,Newton,MA,McDonald's,7
30342,Atlanta,GA,LAAC Car Service,7
32819,Orlando,FL,Residence Inn by Marriott Orlando Universal,7
32703,Apopka,FL,Waffle House,7
32789,Orlando,FL,Porte Noire- Winter Park,7
97215,Portland,OR,7-Eleven,7
78750,Austin,TX,Staybridge Suites Austin Northwest,7
32701,Altamonte Springs,FL,Wawa,7
30308,Atlanta,GA,The Georgian Terrace,7
78758,Austin,TX,Aloft Austin at The Domain,7
97008,Beaverton,OR,Edge Pest Control and Mosquito Services,7
V6X 2P1,Richmond,BC,Richmond Taxi,7
34747,Kissimmee,FL,Westgate Vacation Villas Resort,7
30319,Atlanta,GA,Hilton Garden Inn Atlanta Perimeter Center,7
02116,Boston,MA,Loews Boston Hotel,7
32773,Sanford,FL,McDonald's,7
32821,Orlando,FL,Lake Buena Vista Resort Village & Spa,7
V6X 2M9,Richmond,BC,Sandman Signature Vancouver Airport Hotel & Resort,7
34746,Kissimmee,FL,Star Island Resort & Club,7
43221,Upper Arlington,OH,Speedway,7
97214,Portland,OR,7-Eleven,7
97204,Portland,OR,Hotel Fifty,7
V6Z 2R7,Vancouver,BC,Black Top & Checker Cabs,7
30349,Atlanta,GA,Lyft,7
02139,Cambridge,MA,Le Méridien Boston Cambridge,7
97220,Portland,OR,7-Eleven,7
32809,Orlando,FL,Quality Inn Orlando Airport,7
30309,Atlanta,GA,Artmore Hotel,7
02215,Boston,MA,G&V Symphony Mart,7
78705,Austin,TX,Orange Market,7
32803,Orlando,FL,Orlando Power Yoga,7
78745,Austin,TX,Whataburger,7
78705,Austin,TX,CVS Pharmacy,7
32827,Orlando,FL,Courtyard by Marriott Orlando Lake Nona,6
78701,Austin,TX,The Vaughn,6
32725,Deltona,FL,RaceTrac,6
V6A 2M5,Vancouver,BC,Shine Auto Wash,6
32836,Orlando,FL,Rosen Inn Lake Buena Vista,6
78745,Austin,TX,McDonald's,6
43016,Dublin,OH,Holiday Inn Express Columbus - Dublin,6
30303,Atlanta,GA,Home2 Suites by Hilton Atlanta Downtown,6
V3M 7A3,New Westminster,BC,Starlight Casino,6
97210,Portland,OR,Ecocab,6
78744,Austin,TX,Hampton Inn Austin/Airport Area South,6
97232,Portland,OR,Inn at the Convention Center,6
30337,College Park,GA,SpringHill Suites by Marriott Atlanta Airport Gateway,6
V6G 1B9,Vancouver,BC,Empire Landmark Hotel,6
78746,Austin,TX,Helzberg Diamonds,6
32789,Winter Park,FL,McDonald's,6
32810,Orlando,FL,Courtyard by Marriott Orlando Altamonte Springs/Maitland,6
02446,Brookline,MA,Courtyard by Marriott Boston Brookline,6
78704,Austin,TX,Aiden by Best Western @ Austin City Hotel,6
32707,Casselberry,FL,Veterinary Emergency Clinic Of Central Florida,6
30341,Chamblee,GA,Waffle House,6
01801,Woburn,MA,Courtyard Boston Woburn/Boston North,6
43235,Columbus,OH,McDonald's,6
V7M 3K7,North Vancouver,BC,Lonsdale Quay Hotel,6
30303,Atlanta,GA,Greyhound Bus Lines,6
32703,Apopka,FL,AdventHealth Apopka,6
30344,East Point,GA,Hyatt Place Atlanta Airport-North,6
30030,Decatur,GA,United States Post Office,6
97225,Portland,OR,American Town Car,6
30307,Atlanta,GA,Buddy's Chevron,6
78701,Austin,TX,Austin's Inn At Pearl Street,6
34747,Kissimmee,FL,Magic Village Yards,6
78727,Austin,TX,7-Eleven,6
30324,Atlanta,GA,BP Gas Station,6
30310,Atlanta,GA,Cascade Cab Company,6
02115,Boston,MA,The Inn at Longwood Medical,6
32789,Winter Park,FL,Steak ’n Shake,6
78747,Austin,TX,R&R Limousine and Bus,6
32703,Apopka,FL,Holiday Inn Express & Suites Orlando - Apopka,6
30324,Atlanta,GA,True Fare,6
97216,Portland,OR,Adventist Medical Center,6
V7P 3B6,North Vancouver,BC,North Vancouver Hotel,6
02116,Boston,MA,Copley Square Hotel,6
78752,Austin,TX,Holden Roofing,6
97006,Beaverton,OR,Hilton Garden Inn Portland/Beaverton,6
97219,Portland,OR,FANTASY - Tigard,6
97232,Portland,OR,Gary Boyer - Mortgage Monkey,6
78701,Austin,TX,Guild City Center,6
V6B 0R3,Vancouver,BC,"the DOUGLAS, Autograph Collection",6
78721,Austin,TX,The Bug Master,6
97201,Portland,OR,7-Eleven,6
97220,Portland,OR,Best Western Pony Soldier Inn - Airport,6
32830,Lake Buena Vista,FL,Bay Lake Tower at Disney's Contemporary Resort,6
98665,Vancouver,WA,Muchas Gracias,6
78701,Austin,TX,Atx Dj,6
43228,Columbus,OH,McDonald's,6
02138,Cambridge,MA,Met Limo of Boston,6
32806,Orlando,FL,Hampton Inn & Suites Orlando/Downtown South - Medical Center,6
30307,Atlanta,GA,Edgewood Retail District,6
97202,Portland,OR,Southeast Grind,6
78723,Austin,TX,McDonald's,6
30308,Atlanta,GA,Boulevard Citgo,6
02143,Somerville,MA,Green Cab & Yellow Cab of Somerville,6
78702,Austin,TX,Austin Key Guy,6
43201,Columbus,OH,Travonna Coffee House,6
32819,Orlando,FL,Avanti Resort,6
32817,Orlando,FL,HOTWORX - Orlando,6
32819,Orlando,FL,Enclave Suites At Orlando,6
32819,Orlando,FL,Best Western Orlando Gateway Hotel,6
32750,Longwood,FL,Orlando Health South Seminole Hospital,6
97202,Portland,OR,Bluebird Guesthouse,6
32826,Orlando,FL,Homewood Suites by Hilton Orlando-UCF Area,6
78734,Lakeway,TX,Holiday Inn Express & Suites Austin Nw - Lakeway,6
97209,Portland,OR,Old Town 76,6
02459,Newton,MA,Centre Realty Group,6
V6A 2P3,Vancouver,BC,Canine Adventure Den Daycare,6
30308,Atlanta,GA,Chevron,6
32812,Orlando,FL,avid hotels Orlando International Airport,6
80302,Boulder,CO,Basecamp Boulder,6
02109,Boston,MA,"Battery Wharf Hotel, Boston Waterfront",6
30305,Atlanta,GA,Waffle House,6
97220,Portland,OR,Econo Lodge Portland Airport,6
32822,Orlando,FL,Falcon Lawn & Pest,6
78751,Austin,TX,Commodore Perry Estate,6
78723,Austin,TX,Walgreens,6
02062,Norwood,MA,Four Points by Sheraton Norwood,6
01915,Beverly,MA,Iron Tree Service,6
32819,Orlando,FL,Best Western International Drive - Orlando,6
78744,Austin,TX,SpringHill Suites Austin South,6
30034,Decatur,GA,Dunkin',6
78741,Austin,TX,Whataburger,6
32836,Orlando,FL,Villas of Grand Cypress,6
34747,Kissimmee,FL,Quality Inn & Suites By The Parks,6
30324,Atlanta,GA,Buckhead Safety Cab,6
78748,Austin,TX,Sean Austin Realty,6
78759,Austin,TX,Hampton Inn Austin-NW/Arboretum,6
32837,Orlando,FL,Veterinary Emergency Clinic,6
30080,Smyrna,GA,Ridgeview Institute,6
34787,Winter Garden,FL,SpringHill Suites Orlando at FLAMINGO CROSSINGS Town Center,6
97201,Portland,OR,Plaid Pantry Markets,6
02127,Boston,MA,Fenway Bark,6
78745,Austin,TX,Staybridge Suites Austin South Interstate Hwy 35,6
32828,Orlando,FL,Elite Orlando Vip Tours,6
32827,Orlando,FL,Wawa,6
30329,Atlanta,GA,Emory Conference Center Hotel,6
30080,Smyrna,GA,Lost Mountain Locksmith & Security Solutions,6
30309,Atlanta,GA,AC Hotel Atlanta Midtown,6
32812,Orlando,FL,Renaissance Orlando Airport Hotel,6
78704,Austin,TX,McDonald's,6
32730,Fern Park,FL,Krystal,6
V5K 2A6,Vancouver,BC,McDonald's,6
30030,Decatur,GA,The Village Vets,6
43230,Columbus,OH,SpringHill Suites,6
02451,Waltham,MA,Hilton Garden Inn Boston/Waltham,6
01904,Lynn,MA,McDonald's,6
30303,Atlanta,GA,Holiday Inn Express & Suites Atlanta Downtown,6
01923,Danvers,MA,Denny's,6
32812,Orlando,FL,Homewood Suites by Hilton Orlando Airport,6
78744,Austin,TX,Church Services,6
78731,Austin,TX,Austin Emergency Center - Far West,6
30324,Atlanta,GA,Landmark Diner,6
32822,Orlando,FL,Holiday Inn Orlando-International Airport,6
30033,Decatur,GA,Dekalb Medical Center,6
78759,Austin,TX,Courtyard Austin Northwest/Arboretum,6
32827,Orlando,FL,Residence Inn by Marriott Orlando Lake Nona,6
30308,Atlanta,GA,Aloft Atlanta Downtown,6
V5N 2T2,Vancouver,BC,McDonald's,6
02199,Boston,MA,Shaw's,6
30329,Atlanta,GA,QuikTrip,6
78705,Austin,TX,AT&T Executive Education and Conference Center,6
30303,Atlanta,GA,Action Limousines,6
02108,Boston,MA,XV Beacon,6
43228,Columbus,OH,Comfort Suites Columbus West- Hilliard,6
32819,Orlando,FL,Hyatt Place Orlando Universal,6
78731,Austin,TX,Exxon,6
V6B 1M1,Vancouver,BC,Diamond Parking,6
V6Z 1V1,Vancouver,BC,Wedgewood Hotel,6
02210,Boston,MA,Seaport Boston Hotel,6
97220,Portland,OR,La Quinta by Wyndham Portland Airport,6
34746,Kissimmee,FL,Steak ’n Shake,6
78704,Austin,TX,Apartment Specialist,6
30320,Atlanta,GA,Airtran Airways,6
97006,Beaverton,OR,Mower Group - Keller Williams,6
02128,Boston,MA,Rental Car Center,6
V6A 2P8,Vancouver,BC,Busters Towing,6
78719,Austin,TX,United Airlines,6
02459,Newton,MA,Devaney Energy,6
43103,South Bloomfield,OH,Circle K,6
43220,Columbus,OH,Walmart Supercenter,6
32821,Orlando,FL,Springhill Suites Orlando Lake Buena Vista,6
30313,Atlanta,GA,SweetWater 420 Fest,6
02115,Boston,MA,The Midtown Hotel,6
30329,Atlanta,GA,DoubleTree by Hilton,6
32806,Orlando,FL,Laura Reynolds Artistry Hair And Makeup Team,6
34741,Kissimmee,FL,Denny's,6
97209,Portland,OR,McFadden's,6
32819,Orlando,FL,International Palms Resort & Conference Center,6
97214,Portland,OR,Lone Fir Cemetery,6
97220,Portland,OR,Clarion Hotel Portland International Airport,6
32836,Orlando,FL,Walgreens,6
97217,Portland,OR,Fairfield Inn & Suites - Portland North,6
01803,Burlington,MA,Boston Marriott Burlington,6
30337,College Park,GA,Red Lion Hotel Atlanta Airport,6
32803,ORLANDO,FL,IHOP,6
V6H 3R9,Vancouver,BC,Granville Island Hotel,6
30318,Atlanta,GA,Krystal,6
32830,Lake Buena Vista,FL,Sprinkles Disney Springs ATM,6
43215,Columbus,OH,Hampton Inn & Suites Columbus-Downtown,6
97006,Hillsboro,OR,McDonald's,6
02062,Norwood,MA,Norwood Hospital,6
02186,Milton,MA,Shamrock Pest Control,6
43081,Westerville,OH,McDonald's,6
02191,Weymouth,MA,High Tech Detailing,6
30342,Atlanta,GA,Massage Heights - Buckhead North,6
02062,Norwood,MA,CVS Pharmacy,6
32822,Orlando,FL,SpringHill Suites Orlando Airport,6
98683,Vancouver,WA,TownePlace Suites by Marriott Portland Vancouver,6
34744,Kissimmee,FL,McDonald's,6
V3M 5X2,New Westminster,BC,Queensborough Landing,6
43215,Columbus,OH,Residence Inn by Marriott Columbus Downtown,6
32819,Orlando,FL,Sunshine Babysitting,6
02139,Cambridge,MA,Hyatt Regency Boston / Cambridge,6
32824,Orlando,FL,Wawa,6
32828,Orlando,FL,Anytime Fitness,6
34741,Kissimmee,FL,CVS Pharmacy,6
30318,Atlanta,GA,Waffle House,6
43201,Columbus,OH,McDonald's,6
02474,Arlington,MA,"Homewood Suites by Hilton Boston/Cambridge-Arlington, MA",6
32819,Orlando,FL,Hampton Inn closest to Universal Orlando,6
78702,Austin,TX,Goodlife Realty,6
33837,Davenport,FL,Dunkin',6
01923,Danvers,MA,DoubleTree by Hilton Hotel Boston North Shore,6
32819,Orlando,FL,Avanti Palms Resort And Conference Center,6
32817,Orlando,FL,Steak ’n Shake,6
43228,Columbus,OH,Courtyard by Marriott Columbus West,6
32821,Orlando,FL,Marriott's Cypress Harbour Villas,6
80027,Louisville,CO,Centennial Peaks Hospital,6
01801,Woburn,MA,Hilton Boston/Woburn,6
V6X 3Z9,Richmond,BC,StudyPug,6
97220,Portland,OR,Quality Inn & Suites Airport,6
43229,Columbus,OH,Walgreens,6
78610,Buda,TX,Comfort Suites Buda - Austin South,6
97006,Beaverton,OR,Homewood Suites by Hilton Hillsboro/Beaverton,6
02111,Boston,MA,Tufts Medical Center,6
02169,Quincy,MA,Higher Standard Service,6
30342,Atlanta,GA,Children's Healthcare of Atlanta - Scottish Rite Hospital,6
32819,Orlando,FL,CVS,6
02466,Newton,MA,Go Buses,6
30349,College Park,GA,Quality Inn & Suites Atlanta Airport South,6
97223,Tigard,OR,24/7 Heating & Cooling,6
32821,Orlando,FL,Fairfield Inn & Suites by Marriott Orlando at SeaWorld,6
02110,Boston,MA,Club Quarters - Boston,6
V3R 4G8,Surrey,BC,Tim Hortons,6
30326,Atlanta,GA,The Westin Buckhead Atlanta,6
V6C 2T4,Vancouver,BC,Four Seasons Hotel Vancouver,6
02138,Cambridge,MA,Wholesome Fresh,6
30308,Atlanta,GA,McDonald's,6
30354,Atlanta,GA,FastPark & Relax,6
30305,Atlanta,GA,Grand Hyatt Atlanta in Buckhead,6
02184,Braintree,MA,Braintree Checker Cab,6
02116,Boston,MA,7-Eleven,6
30080,Smyrna,GA,QuikTrip,6
43229,Columbus,OH,Waffle House,6
97218,Portland,OR,Avis Rent A Car,6
78746,Austin,TX,Hotel Granduca Austin,6
43235,Columbus,OH,Sheraton Suites Columbus,6
43123,Grove City,OH,Jolly Pirate Donuts,6
33897,Davenport,FL,Bahama Bay Resort,5
43016,Dublin,OH,Walmart Supercenter,5
78758,Austin,TX,Big A Towing,5
97220,Portland,OR,Comfort Suites Portland Airport,5
02128,Boston,MA,Todisco Towing,5
43064,Plain City,OH,A Man With A Dustpan,5
32819,Orlando,FL,Orlando Health Dr. P. Phillips Hospital,5
02127,Hyde Park,MA,Gentle Movers,5
33837,Davenport,FL,St. Charles Veterinary Hospital,5
78704,Austin,TX,Weed Corley Fish Funeral Homes and Cremation Services,5
30307,Atlanta,GA,76,5
78749,Austin,TX,Cook-Walden/Forest Oaks Funeral Home and Memorial Park,5
32819,Orlando,FL,Hawthorn Suites By Wyndham Orlando International Drive,5
02114,Boston,MA,Onyx Hotel,5
32771,Sanford,FL,Walmart Supercenter,5
78757,Austin,TX,Bullet Towing,5
78751,Austin,TX,Courtyard by Marriott Austin-University Area,5
30034,Decatur,GA,Waffle House,5
78701,Austin,TX,Milago,5
32811,Orlando,FL,Wrap It Moving,5
78728,Austin,TX,Squeeky Clean Car Wash,5
V6J 1E8,Vancouver,BC,False Creek Fishermen's Wharf,5
30084,Tucker,GA,McDonald's,5
32806,Orlando,FL,Orlando Health Orlando Regional Medical Center,5
01908,Nahant,MA,Nahant Beach,5
32822,Orlando,FL,Signature Airport Parking,5
78730,Austin,TX,Residence Inn by Marriott Austin Lake Austin/River Place,5
78759,Austin,TX,Residence Inn by Marriott Austin The Domain Area,5
34747,Celebration,FL,"Bohemian Hotel Celebration, Autograph Collection",5
30033,Decatur,GA,Holiday Inn Express & Suites Atlanta-Emory University Area,5
43217,Columbus,OH,Rickenbacker International Airport,5
02128,Boston,MA,Courtyard by Marriott Boston Logan Airport,5
78723,Austin,TX,Restoration 1 of Austin,5
02138,Cambridge,MA,Acme Ice,5
02135,Brighton,MA,Dunkin',5
97124,Hillsboro,OR,Cold Stone Creamery,5
78745,Austin,TX,7-Eleven,5
V6X 8H3,Richmond,BC,KJ Limousine Services,5
97202,Portland,OR,ampm,5
78744,Austin,TX,IHOP,5
97230,Portland,OR,Guesthouse Hotel & Suites,5
32821,Orlando,FL,SpringHill Suites by Marriott Orlando at SeaWorld,5
01801,Woburn,MA,Massachusetts Veterinary Referral Hospital,5
34746,Kissimmee,FL,Seralago Hotel & Suites Main Gate East,5
43240,Columbus,OH,Cambria Hotel Columbus - Polaris,5
V6P 3G4,Vancouver,BC,MacLure's Cabs,5
78721,Austin,TX,McDonald's,5
97214,Portland,OR,Shell Gasoline and Jackson's #521,5
78751,Austin,TX,Walgreens,5
V5T 0C1,Vancouver,BC,High Mark Plumbing,5
97222,Milwaukie,OR,FurEver Family,5
32801,Orlando,FL,Residence Inn by Marriott Orlando Downtown,5
32836,Orlando,FL,Radisson Hotel Orlando-Lake Buena Vista,5
32837,Orlando,FL,La Quinta by Wyndham Orlando South,5
V5G,Vancouver,BC,Secure Moving,5
32812,Orlando,FL,La Quinta Inn by Wyndham Orlando Airport West,5
78738,Bee Cave,TX,Sonesta Bee Cave Austin,5
78751,Austin,TX,Jack in the Box,5
78759,Austin,TX,Walgreens,5
97266,Portland,OR,Jack in the Box,5
80302,Boulder,CO,Boulder Adventure Lodge,5
01970,Salem,MA,Witch City Walking Tours,5
V6B 1H3,Vancouver,BC,7-Eleven,5
43026,Hilliard,OH,Best Western Hilliard Inn & Suites,5
97216,Portland,OR,New Green Cab,5
01701,Framingham,MA,Dunkin',5
30306,Atlanta,GA,VCA Briarcliff Animal Hospital,5
02465,Newton,MA,Newton Yellow Cab Inc,5
32837,Orlando,FL,Wawa,5
97003,Aloha,OR,Mr Peeps Adult Super Stores - Aloha,5
32819,Orlando,FL,Country Inn & Suites,5
97232,Portland,OR,Red Lion Hotel Portland - Convention Center,5
32812,Orlando,FL,WallyPark Airport Parking,5
30308,Atlanta,GA,Texaco,5
97005,Beaverton,OR,Avamere Rehabilitation of Beaverton,5
32801,Orlando,FL,"Trial Pro, PA",5
02130,Boston,MA,Sherrill House,5
30326,Atlanta,GA,Atlanta Marriott Buckhead Hotel & Conference Center,5
01880,Wakefield,MA,Tecce's Collison & Frame,5
78752,Austin,TX,DoubleTree by Hilton Hotel Austin,5
30331,Atlanta,GA,Holiday Inn Express & Suites Atlanta Arpt West - Camp Creek,5
78727,Austin,TX,Planet Fitness,5
32763,Orange City,FL,Denny's,5
32806,Orlando,FL,Krystal,5
V6X 2B8,Richmond,BC,Tim Hortons,5
V7B 0A5,Richmond,BC,Wendy's,5
32714,Altamonte Springs,FL,Walmart,5
80303,Boulder,CO,Days Hotel by Wyndham Boulder,5
97227,Portland,OR,Hipcooks,5
30337,College Park,GA,Hyatt Place Atlanta Airport South,5
02458,Newton,MA,Crowne Plaza Boston - Newton,5
78666,San Marcos,TX,Ace Relocation Systems,5
34746,Kissimmee,FL,Comfort Suites Maingate East,5
78744,Austin,TX,Fairfield Inn & Suites Austin South,5
97223,Tigard,OR,Hannah the Pet Society,5
